Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Family_Size,is_alone,Age_x_Pclass,FarePerPerson,AgeGroup,FamilySize,AgeFareRatio,IsChild,IsRich
0,3,1,20.0,0,0,7.925,0,1,1,60.0,7.925,2,1,2.2408963585434174,0,0
0,2,1,16.0,0,0,10.5,0,1,1,32.0,10.5,1,1,1.391304347826087,0,0
1,1,0,30.0,0,0,31.0,1,1,1,30.0,31.0,2,1,0.9375,0,1
0,3,1,34.5,0,0,6.4375,1,1,1,103.5,6.4375,2,1,4.638655462184874,0,0
0,3,1,17.0,0,0,8.6625,0,1,1,51.0,8.6625,1,1,1.7593790426908151,0,0
0,3,1,42.0,0,0,7.55,0,1,1,126.0,7.55,3,1,4.912280701754385,0,0
0,3,1,28.0,8,2,69.55,0,11,0,84.0,6.322727272727272,2,11,0.39688164422395467,0,1
0,3,1,35.0,0,0,7.8958,1,1,1,105.0,7.8958,2,1,3.9344409721441576,0,0
0,2,1,28.0,0,1,33.0,0,2,0,56.0,16.5,2,2,0.8235294117647058,0,1
1,1,0,28.0,1,0,89.1042,1,2,0,28.0,44.5521,2,2,0.31075133012667555,0,1
0,3,1,4.0,4,2,31.275,0,7,0,12.0,4.4678571428571425,0,7,0.12393493415956623,1,1
0,3,1,74.0,0,0,7.775,0,1,1,222.0,7.775,4,1,8.433048433048432,0,0
0,3,0,9.0,1,1,15.2458,1,3,0,27.0,5.081933333333333,0,3,0.553989338782947,1,1
1,1,0,16.0,0,1,39.4,0,2,0,16.0,19.7,1,2,0.39603960396039606,0,1
0,2,0,44.0,1,0,26.0,0,2,0,88.0,13.0,3,2,1.6296296296296295,0,1
1,3,0,18.0,0,1,9.35,0,2,0,54.0,4.675,1,2,1.7391304347826086,0,0
1,1,0,45.0,1,1,164.8667,0,3,0,45.0,54.95556666666667,3,3,0.2713021962817129,0,1
1,1,1,51.0,0,0,26.55,0,1,1,51.0,26.55,3,1,1.851179673321234,0,1
1,3,0,24.0,0,3,19.2583,1,4,0,72.0,4.814575,2,4,1.184699604606507,0,1
0,3,1,28.0,0,0,7.2292,1,1,1,84.0,7.2292,2,1,3.4025178632187822,0,0
0,3,1,41.0,2,0,14.1083,0,3,0,123.0,4.702766666666666,3,3,2.7137401295976384,0,0
0,2,1,21.0,1,0,11.5,0,2,0,42.0,5.75,2,2,1.68,0,0
1,1,0,48.0,0,0,25.9292,0,1,1,48.0,25.9292,3,1,1.78245176239918,0,1
0,3,0,28.0,8,2,69.55,0,11,0,84.0,6.322727272727272,2,11,0.39688164422395467,0,1
0,2,1,24.0,0,0,13.0,0,1,1,48.0,13.0,2,1,1.7142857142857142,0,0
1,2,0,42.0,0,0,13.0,0,1,1,84.0,13.0,3,1,3.0,0,0
1,2,0,27.0,1,0,13.8583,1,2,0,54.0,6.92915,2,2,1.8171661630199956,0,0
0,1,1,31.0,0,0,50.4958,0,1,1,31.0,50.4958,2,1,0.6019908419715783,0,1
0,3,1,28.0,0,0,9.5,0,1,1,84.0,9.5,2,1,2.6666666666666665,0,0
1,3,1,4.0,1,1,11.1333,0,3,0,12.0,3.7111,0,3,0.3296712353605367,1,0
0,3,1,26.0,0,0,7.8958,0,1,1,78.0,7.8958,2,1,2.922727579307088,0,0
1,1,0,47.0,1,1,52.5542,0,3,0,47.0,17.518066666666666,3,3,0.8776155745020932,0,1
0,1,1,33.0,0,0,5.0,0,1,1,33.0,5.0,2,1,5.5,0,0
0,3,1,47.0,0,0,9.0,0,1,1,141.0,9.0,3,1,4.7,0,0
1,2,0,28.0,1,0,24.0,1,2,0,56.0,12.0,2,2,1.12,0,1
1,3,0,15.0,0,0,7.225,1,1,1,45.0,7.225,1,1,1.8237082066869301,1,0
0,3,1,20.0,0,0,9.8458,0,1,1,60.0,9.8458,2,1,1.8440317911080786,0,0
0,3,1,19.0,0,0,7.8958,0,1,1,57.0,7.8958,2,1,2.1358393848782566,0,0
0,3,1,28.0,0,0,7.8958,0,1,1,84.0,7.8958,2,1,3.147552777715326,0,0
1,1,0,56.0,0,1,83.1583,1,2,0,56.0,41.57915,3,2,0.6654126806268663,0,1
1,2,0,25.0,0,1,26.0,0,2,0,50.0,13.0,2,2,0.9259259259259259,0,1
0,3,1,33.0,0,0,7.8958,0,1,1,99.0,7.8958,2,1,3.7096157737359197,0,0
0,3,0,22.0,0,0,10.5167,0,1,1,66.0,10.5167,2,1,1.9102694348207385,0,0
0,2,1,28.0,0,0,10.5,0,1,1,56.0,10.5,2,1,2.4347826086956523,0,0
0,3,1,25.0,0,0,7.05,0,1,1,75.0,7.05,2,1,3.105590062111801,0,0
0,3,0,39.0,0,5,29.125,2,6,0,117.0,4.854166666666667,3,6,1.2946058091286308,0,1
0,2,1,27.0,0,0,13.0,0,1,1,54.0,13.0,2,1,1.9285714285714286,0,0
1,1,0,19.0,0,0,30.0,0,1,1,19.0,30.0,2,1,0.6129032258064516,0,1
0,3,0,28.0,1,2,23.45,0,4,0,84.0,5.8625,2,4,1.1451942740286298,0,1
1,1,1,26.0,0,0,30.0,1,1,1,26.0,30.0,2,1,0.8387096774193549,0,1
0,3,1,32.0,0,0,7.75,2,1,1,96.0,7.75,2,1,3.657142857142857,0,0
